DATE,DGS30
2020-10-27,1.57
2020-10-28,1.56
2020-10-29,1.62
2020-10-30,1.65
2020-11-02,1.63
2020-11-03,1.66
2020-11-04,1.55
2020-11-05,1.54
2020-11-06,1.60
2020-11-09,1.73
2020-11-10,1.75
2020-11-11,.
2020-11-12,1.64
2020-11-13,1.65
2020-11-16,1.66
2020-11-17,1.62
2020-11-18,1.62
2020-11-19,1.58
2020-11-20,1.53
2020-11-23,1.56
2020-11-24,1.60
2020-11-25,1.62
2020-11-26,.
2020-11-27,1.57
2020-11-30,1.58
2020-12-01,1.66
2020-12-02,1.70
2020-12-03,1.67
2020-12-04,1.73
2020-12-07,1.69
2020-12-08,1.67
2020-12-09,1.69
2020-12-10,1.65
2020-12-11,1.63
2020-12-14,1.63
2020-12-15,1.65
2020-12-16,1.66
2020-12-17,1.68
2020-12-18,1.70
2020-12-21,1.68
2020-12-22,1.65
2020-12-23,1.70
2020-12-24,1.66
2020-12-25,.
2020-12-28,1.67
2020-12-29,1.67
2020-12-30,1.66
2020-12-31,1.65
